year,month,precip,rad,temp,heat,s_mois0_10,s_mois10_200,hum,NOI,A.fendleri,P.tovarense,H.moritziana,R.grandis,C.tremadena,B.reticulata,V. ferrugia,P.fendleri,G.olfenciana,E.amazonicum,M.dodecandra,G.latifolia,T.rubriverbium,E.americanus,Viburnum timoides var venezuelense,Aspidosperma fendleri,Protium  tovarense,Hyronima  moritziana,Richeria  grandis,Caracasia tremadena,Byrsonima reticulata,Vismia ferruginea,Palicurea fendleri,Guapira olfersiana,Erytroxylum amazonicum,Miconea dodecandra,Gaffenridia latifolia,Tretrorchidium rubriverbium,Eliocarpus americanus,Viburnum timoides var venezuelense
2004,12,0.0000109,56.3,298.48,-0.8,0.2379,0.2093,0.01553,0.7,2,4,4,0,0,5,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,3,5,0,3,0,0,2,1,3
2005,1,0.0000074,56.2,299.41,-0.7,0.2024,0.1487,0.01479,0.6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,3,3,4,0,1,0,0,3,4,2
2005,2,0.0000024,57.4,301.78,-0.9,0.1621,0.1198,0.0137,0.6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,4,3,0,0,2,0,0,2,3,1
2005,3,0.0000017,62.3,303.55,-0.9,0.1326,0.1086,0.01323,0.4,0,0,0,0,4,0,0,0,2,0,4,0,0,0,0,0,5,5,0,0,4,4,0,0,0,0,0,1,3,1
2005,4,0.0000422,48,301.84,-0.4,0.2007,0.1299,0.01585,0.4,0,0,0,0,4,0,0,0,3,4,4,0,0,0,4,0,5,5,1,0,4,0,0,0,0,0,0,0,3,0
2005,5,0.0000586,43.5,298.92,-0.2,0.3029,0.2165,0.01846,0.3,0,0,0,3,0,0,0,4,5,4,4,0,0,0,4,0,5,0,1,4,2,0,0,0,0,0,0,0,3,0
2005,6,0.0000898,42.2,298.12,-0.2,0.3465,0.3201,0.019069999,0.1,0,5,0,3,0,0,5,5,0,4,5,5,0,0,4,0,5,0,1,4,0,0,0,3,0,3,0,0,0,0
2005,7,0.0001083,40.6,297.3,-0.4,0.3831,0.3764,0.01881,-0.1,0,2,0,4,0,0,5,5,0,4,0,5,0,0,5,0,3,0,1,3,0,0,0,4,0,3,0,0,0,0
2005,8,0.0000845,42.6,297.39,-1.5,0.3757,0.377,0.018850001,-0.1,0,0,0,0,0,0,5,5,0,0,0,5,0,0,5,0,0,0,1,3,0,0,0,5,0,3,0,0,0,0
2005,9,0.0000836,44.3,297.6,-1.8,0.3689,0.3689,0.01898,-0.1,0,2,4,0,0,5,4,5,0,0,0,5,5,4,0,0,0,0,1,4,0,0,4,5,0,2,5,0,0,0
2005,10,0.0000735,44.4,297.57,-1,0.3536,0.3421,0.018959999,-0.3,5,0,4,0,0,4,4,0,0,0,0,5,4,5,0,2,0,0,1,5,0,0,5,5,4,0,4,0,0,0
2005,11,0.0000708,45.3,297,-0.3,0.3383,0.304,0.01826,-0.6,5,3,4,0,0,4,0,0,0,0,0,0,4,5,0,2,0,0,1,5,0,2,5,5,4,0,3,0,0,3
2005,12,0.0000145,55.5,297.68,-0.7,0.2484,0.2302,0.016209999,-0.8,5,5,4,0,0,4,0,0,0,0,0,0,4,5,0,5,3,0,0,0,0,1,2,0,4,0,0,0,0,3
2006,1,0.0000248,49.7,297.65,-0.3,0.2403,0.1631,0.01552,-0.8,4,5,0,1,5,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,4,2,2,0,4,0,0,2,4,1
2006,2,0.0000077,59.6,299.36,-1.1,0.2205,0.1325,0.01376,-0.7,5,0,0,2,5,0,1,0,0,0,0,0,0,0,0,4,5,4,0,0,5,3,2,0,4,0,0,3,3,1
2006,3,0.0000027,60.6,302.05,-1,0.1752,0.1142,0.01299,-0.5,5,0,0,1,5,0,0,0,5,0,4,0,0,0,0,0,5,5,2,0,5,1,3,0,0,0,0,4,3,0
2006,4,0.000035,50,301.2,-0.6,0.2289,0.1353,0.01536,-0.3,0,0,0,0,4,0,0,0,5,0,4,0,0,0,5,0,5,2,2,0,5,0,0,0,0,0,0,1,3,0
2006,5,0.0000789,43.2,298.3,0.4,0.3116,0.2249,0.01792,0,0,2,0,0,0,0,0,2,5,4,4,0,0,0,5,0,5,0,3,4,3,0,0,0,0,0,0,0,2,0
2006,6,0.0000868,41.8,297.19,0.3,0.3548,0.3227,0.018409999,0,0,5,0,0,0,0,0,3,5,4,3,4,0,0,5,0,5,0,3,4,2,0,0,2,0,2,0,0,0,0
2006,7,0.0000766,42.4,296.91,-0.2,0.358,0.3604,0.018169999,0.1,0,5,0,0,0,0,3,5,0,4,0,4,0,0,5,0,2,0,0,5,0,0,0,2,0,2,0,0,0,0
2006,8,0.0000893,41.6,297.17,-1.4,0.3761,0.372,0.01867,0.3,0,0,0,0,0,0,4,5,0,0,0,3,0,0,5,0,2,0,0,5,0,0,0,3,0,2,0,0,0,0
2006,9,0.0000556,49.1,297.6,-1.7,0.3401,0.3559,0.01853,0.5,5,0,3,5,0,5,5,5,0,0,0,3,4,3,0,0,2,0,0,5,0,0,0,3,0,1,2,0,0,0
2006,10,0.0000532,45.4,298.05,-1.6,0.3227,0.3206,0.018689999,0.7,4,0,4,5,0,4,3,0,0,0,0,3,3,2,0,2,3,0,2,5,0,0,3,3,3,0,3,0,0,3
2006,11,0.0000471,47.1,297.52,-0.6,0.3048,0.2704,0.017720001,0.9,4,5,3,5,0,5,0,0,0,0,0,0,3,2,0,2,3,0,3,5,0,3,2,4,3,0,4,0,0,2
2006,12,0.0000118,54.4,298.62,-0.9,0.2374,0.2031,0.0156,0.9,4,5,5,5,0,5,0,0,0,0,0,0,3,2,0,5,3,0,2,0,0,3,1,5,2,0,0,0,0,2
2007,1,0.0000014,65,299.42,-0.5,0.1668,0.1439,0.01378,0.7,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,4,5,5,3,0,5,2,2,0,1,0,0,4,4,1
2007,2,0,70.9,301,-0.7,0.1274,0.1167,0.01256,0.3,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,4,5,5,4,0,5,3,3,0,1,0,0,4,3,1
2007,3,0.0000215,58.5,302.19,-0.6,0.1447,0.1074,0.01348,0,0,0,0,0,5,0,0,0,3,0,4,0,0,0,0,0,5,2,4,0,4,4,3,0,0,0,0,4,4,0
2007,4,0.0000191,53.3,302.29,-1.8,0.2457,0.1343,0.01491,-0.2,0,0,0,0,4,0,0,0,4,3,4,0,0,0,5,0,5,1,4,0,3,0,2,0,0,0,0,0,3,0
2007,5,0.0000557,44.8,299.8,0,0.2928,0.197,0.01743,-0.3,1,0,0,0,0,0,0,0,4,3,4,0,0,0,4,0,5,0,5,0,2,0,0,0,0,0,0,0,3,0
2007,6,0.0000642,44.5,297.22,1,0.3263,0.3031,0.017960001,-0.4,4,0,0,0,0,0,3,4,5,4,4,1,0,0,3,0,3,0,0,5,0,0,0,0,0,2,0,0,0,0
2007,7,0.000077,45.2,296.71,0.3,0.3535,0.3435,0.018060001,-0.5,5,0,0,1,0,0,4,5,0,2,0,2,0,0,3,0,3,0,0,5,0,0,0,3,0,2,0,0,0,0
2007,8,0.0001002,40.4,297.25,-1.3,0.3797,0.3713,0.018780001,-0.8,5,0,0,3,0,0,4,4,0,0,0,2,0,0,0,0,1,0,0,5,0,0,0,2,0,2,1,0,0,0
2007,9,0.0000663,46.5,297.3,-1.4,0.3548,0.3642,0.018449999,-1.1,5,1,4,3,0,5,5,4,0,0,0,2,5,5,0,0,0,0,0,5,0,0,0,4,0,1,2,0,0,0
2007,10,0.0000692,44.7,297.21,-0.8,0.348,0.3334,0.018619999,-1.4,0,3,4,1,0,5,5,0,0,0,0,0,5,4,0,2,0,0,3,4,0,0,4,4,5,0,1,0,0,3
2007,11,0.0000187,53.5,297.92,-1.1,0.2651,0.27,0.016690001,-1.5,0,4,4,2,0,5,0,0,0,0,0,0,5,4,0,2,0,0,4,4,0,3,4,4,4,0,0,0,0,3
2007,12,0.0000137,55.8,298.42,-0.8,0.2315,0.1901,0.01541,-1.6,0,5,4,2,0,5,0,0,0,0,0,0,5,4,0,5,0,0,4,0,0,2,2,4,4,0,0,3,0,2
2008,1,0.0000063,63.9,299.08,-0.7,0.2148,0.1405,0.01355,-1.6,5,3,0,0,5,0,0,0,0,0,0,0,0,0,0,4,2,1,2,0,5,4,4,0,2,0,0,4,5,1
2008,2,0.0000005,68.2,300.17,-0.5,0.149,0.1159,0.01237,-1.4,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,4,4,4,0,2,0,0,4,5,1
2008,3,0.0000001,69.2,301.65,-0.6,0.1199,0.1069,0.01167,-1.2,5,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,4,2,2,0,4,5,3,0,1,0,0,0,4,0
2008,4,0.0000135,56.9,301.54,-1.1,0.1744,0.1273,0.01386,-0.9,0,0,0,0,3,0,1,0,3,3,4,0,0,0,0,0,2,3,3,0,2,0,2,0,0,0,0,0,3,0
2008,5,0.0000298,51.7,300.19,-0.5,0.2659,0.1845,0.015799999,-0.8,0,0,0,0,0,0,0,0,4,3,4,0,0,0,2,0,3,0,4,5,1,0,0,0,0,0,0,0,2,0
2008,6,0.0000813,44.3,297.48,1.8,0.325,0.2767,0.017550001,-0.5,0,0,0,0,0,0,4,2,4,3,4,3,0,0,2,0,1,0,3,5,0,0,0,0,0,4,0,0,0,0
2008,7,0.0000653,45.7,296.84,0.2,0.346,0.3464,0.017829999,-0.4,1,2,0,0,0,0,5,4,0,3,0,3,0,0,1,0,1,0,1,4,0,0,0,2,0,5,0,0,0,0
2008,8,0.000077,45.1,297.14,-1.3,0.361,0.3512,0.01857,-0.3,4,0,0,0,0,0,5,5,0,0,0,3,0,0,1,0,2,0,1,4,0,0,0,2,0,5,1,0,0,0
2008,9,0.0000729,46,297.54,-1.3,0.3567,0.3567,0.018920001,-0.3,5,0,5,0,0,5,5,3,0,0,0,4,4,5,0,0,3,0,0,3,0,0,0,1,0,0,2,0,0,0
2008,10,0.0000582,46.6,297.63,-1.1,0.3337,0.3305,0.0186,-0.4,4,0,5,0,0,4,3,0,0,0,0,4,3,5,0,2,3,0,0,2,0,0,3,1,4,0,1,0,0,2
2008,11,0.0000262,52,298.44,-1.4,0.2756,0.2608,0.01712,-0.6,5,0,5,0,0,4,0,0,0,0,0,0,3,5,0,2,3,0,0,1,0,1,2,1,4,0,0,0,0,2
2008,12,0.0000075,59.8,298.42,-0.5,0.2158,0.1848,0.0149,-0.7,5,0,5,0,0,4,0,0,0,0,0,0,2,5,0,5,4,0,0,0,0,3,1,1,4,0,0,0,0,2
2009,1,0.0000051,62.3,299.27,-0.5,0.1867,0.1353,0.01406,-0.8,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,5,5,2,0,2,0,0,1,3,1
2009,2,0.0000098,61.4,299.39,-0.5,0.1791,0.1148,0.01387,-0.7,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,4,3,1,0,2,0,0,2,2,1
2009,3,0.0000001,67.3,301.89,-0.6,0.1462,0.1071,0.01236,-0.5,5,4,0,0,4,0,0,0,4,3,2,0,0,0,0,0,5,1,0,0,4,3,2,0,0,0,0,2,2,0
2009,4,0.0000006,63.6,302.79,-0.9,0.1406,0.1262,0.01297,-0.2,5,0,0,0,2,0,0,0,4,3,3,0,0,0,3,0,5,4,0,0,3,0,0,0,0,0,0,3,2,0
2009,5,0.0000026,60.7,302.31,-0.9,0.1902,0.1731,0.01387,0.1,5,1,0,0,0,0,0,0,4,3,3,0,0,0,4,0,5,0,0,2,2,0,0,0,0,0,0,0,2,0
2009,6,0.0000294,53.4,299.82,-0.1,0.2708,0.241,0.01647,0.4,5,5,0,0,0,0,4,2,4,3,3,5,0,0,4,0,5,0,0,2,0,0,0,0,0,4,0,0,0,0
2009,7,0.0000483,48.8,298.09,0.5,0.2981,0.2843,0.017510001,0.5,0,1,0,0,0,0,5,2,0,3,0,5,0,0,4,0,5,0,0,2,0,0,0,0,0,3,0,0,0,0
2009,8,0.0000588,47,297.67,-0.3,0.3173,0.3037,0.018200001,0.5,0,0,0,0,0,0,4,3,0,0,0,5,0,0,4,0,5,0,0,3,0,0,0,0,0,1,0,0,0,0
2009,9,0.0000364,53.7,298.64,-2.1,0.3074,0.3142,0.017729999,0.7,0,0,5,2,0,4,3,4,0,0,0,5,5,4,0,0,5,0,0,3,0,0,2,2,0,1,4,0,0,2
2009,10,0.0000173,53.2,299.4,-1.2,0.2632,0.266,0.016860001,1,0,2,5,2,0,5,1,0,0,0,0,5,4,3,0,2,4,0,0,3,0,0,3,2,5,0,3,0,0,2
2009,11,0.0000188,58.1,299.7,-1.1,0.2491,0.2157,0.015799999,1.3,0,2,5,3,0,5,0,0,0,0,0,0,4,3,0,2,3,0,4,3,0,4,3,3,5,0,1,0,0,1
2009,12,0.0000033,65.3,300.23,-0.4,0.1784,0.1569,0.01429,1.6,0,5,5,2,0,5,0,0,0,0,0,0,4,3,0,5,2,0,4,0,0,3,3,3,5,0,0,0,0,1
2010,1,0.0000004,70.2,300.58,-0.5,0.134,0.1217,0.01316,1.5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,5,5,2,0,2,0,0,1,3,1
2010,2,0.0000031,66.2,303.17,-1,0.1167,0.1077,0.01312,1.3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,3,0,0,4,3,1,0,2,0,0,2,2,1
2010,3,0.0000027,61.1,304.56,-0.9,0.1272,0.1042,0.01353,0.9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,1,0,0,4,3,2,0,0,0,0,2,2,0
2010,4,0.0000606,44.5,300.85,-0.4,0.2593,0.1422,0.01739,0.4,0,0,0,0,1,0,0,2,0,0,4,0,0,0,2,0,5,4,0,0,3,0,0,0,0,0,0,3,2,0
2010,5,0.0000501,44.4,299.74,0.2,0.2895,0.2082,0.01811,-0.1,0,5,0,0,5,0,0,2,0,0,5,0,1,0,3,0,5,0,0,2,2,0,0,0,0,0,0,0,2,0
2010,6,0.0000589,45.4,298.73,0.1,0.3177,0.2959,0.0185,-0.6,2,0,0,0,1,0,0,5,4,2,0,1,1,0,4,0,5,0,0,2,0,0,0,0,0,4,0,0,0,0
2010,7,0.0000784,42.4,297.55,0.1,0.3529,0.346,0.018829999,-1,0,5,0,0,0,0,0,0,5,3,0,2,2,0,4,0,5,0,0,2,0,0,0,0,0,3,0,0,0,0
2010,8,0.0000906,42.4,297.88,-2,0.3733,0.3709,0.01926,-1.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,5,0,0,3,0,0,0,0,0,1,0,0,0,0
2010,9,0.0000738,43.9,297.88,-1.3,0.3582,0.3593,0.01929,-1.6,0,0,3,0,0,2,0,0,0,0,0,0,4,0,1,0,5,0,0,3,0,0,2,2,0,1,4,0,0,2
2010,10,0.000058,48.8,297.75,-0.9,0.3344,0.3259,0.01857,-1.7,0,2,4,0,0,3,0,0,0,0,0,0,5,3,2,2,4,0,0,3,0,0,3,2,5,0,3,0,0,2
2010,11,0.0000725,42.8,297.02,0,0.3358,0.2939,0.018449999,-1.7,0,2,5,3,0,5,0,0,0,0,0,0,3,3,3,2,3,0,4,3,0,4,3,3,5,0,1,0,0,1
2010,12,0.0000176,58.3,298.25,-0.9,0.2483,0.2296,0.01588,-1.6,0,5,5,2,0,5,0,0,0,0,0,0,2,3,5,5,2,0,4,0,0,3,3,3,5,0,0,0,0,1
2011,1,0.0000068,65.2,299.25,-1,0.2112,0.1581,0.01452,-1.4,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,5,5,2,0,2,0,0,1,3,1
2011,2,0.0000078,63.5,299.47,-0.4,0.1694,0.1238,0.01374,-1.1,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,4,3,1,0,2,0,0,2,2,1
2011,3,0.000003,63.6,301.67,-1,0.1591,0.111,0.01297,-0.8,4,4,0,0,4,0,0,0,4,3,2,0,0,0,0,0,5,1,0,0,4,3,2,0,0,0,0,2,2,0
2011,4,0.0000375,52.1,300.36,0,0.2337,0.133,0.01528,-0.6,5,0,0,0,2,0,0,0,4,3,3,0,0,0,3,0,5,4,0,0,3,0,0,0,0,0,0,3,2,0
2011,5,0.0001022,39.2,298.09,0.2,0.3321,0.2309,0.019029999,-0.5,5,1,0,0,0,0,0,0,4,3,3,0,0,0,4,0,5,0,0,2,2,0,0,0,0,0,0,0,2,0
2011,6,0.0000704,43.8,297.69,-0.1,0.3443,0.3369,0.018789999,-0.4,5,5,0,0,0,0,4,2,4,3,3,5,0,0,4,0,5,0,0,2,0,0,0,0,0,4,0,0,0,0
2011,7,0.0000517,48.2,297.27,-0.8,0.3413,0.3577,0.018060001,-0.5,0,1,0,0,0,0,5,2,0,3,0,5,0,0,4,0,5,0,0,2,0,0,0,0,0,3,0,0,0,0
2011,8,0.0000582,48.1,297.68,-1.4,0.3332,0.3339,0.0186,-0.7,0,0,0,0,0,0,4,3,0,0,0,5,0,0,4,0,5,0,0,3,0,0,0,0,0,1,0,0,0,0
2011,9,0.0000686,47.1,297.69,-1.4,0.3462,0.342,0.01897,-0.9,0,0,5,2,0,4,3,4,0,0,0,5,5,4,0,0,5,0,0,3,0,0,2,2,0,1,4,0,0,2
2011,10,0.0000736,46.4,296.94,0,0.344,0.3277,0.018139999,-1.1,0,2,5,2,0,5,1,0,0,0,0,5,4,3,0,2,4,0,0,3,0,0,3,2,5,0,3,0,0,2
2011,11,0.0000712,45.2,297.26,-0.7,0.3228,0.2849,0.01847,-1.1,0,2,5,3,0,5,0,0,0,0,0,0,4,3,0,2,3,0,4,3,0,4,3,3,5,0,1,0,0,1
2011,12,0.0000178,53.9,298.12,-0.9,0.2595,0.2317,0.01663,-1,0,5,5,2,0,5,0,0,0,0,0,0,4,3,0,5,2,0,4,0,0,3,3,3,5,0,0,0,0,1
2012,1,0.000017,57.1,297.71,-0.2,0.2342,0.1631,0.01507,-0.8,0,4,0,0,4,0,0,1,0,0,0,0,0,5,0,5,4,2,0,0,0,0,4,0,0,0,0,1,2,4
2012,2,0.0000028,66.6,299.8,-1,0.1954,0.1282,0.01341,-0.6,0,2,0,0,5,0,0,0,0,1,3,0,2,5,0,4,5,3,0,0,4,0,3,0,1,0,0,2,3,2
2012,3,0.0000127,59.1,300.81,-1.2,0.1832,0.1125,0.01388,-0.5,0,0,0,0,5,0,0,0,0,0,4,0,5,0,1,4,2,5,0,0,5,0,3,0,2,0,0,0,5,2
2012,4,0.0000255,50.6,301.27,-1.3,0.2529,0.1335,0.01564,-0.4,0,0,0,0,4,0,0,0,4,3,3,0,0,0,4,5,4,3,0,5,4,0,0,0,0,0,0,2,5,5
2012,5,0.0000391,49.9,299.71,-0.1,0.2763,0.2016,0.01661,-0.2,0,3,0,0,3,0,0,2,0,0,0,0,0,0,5,4,2,2,0,5,3,0,0,0,0,0,0,0,2,3
2012,6,0.0000236,55,299.07,0,0.2728,0.257,0.016170001,0.1,0,4,0,0,0,0,1,5,0,0,1,0,0,0,0,4,2,0,0,5,2,0,0,0,0,2,0,0,0,0
2012,7,0.000056,47.6,297.69,0.3,0.3036,0.2924,0.01743,0.3,1,5,0,0,0,0,3,4,0,1,0,0,0,0,0,4,0,1,0,5,0,3,0,0,2,0,0,0,0,0
2012,8,0.0000824,42.8,297.52,-0.5,0.3462,0.3307,0.018519999,0.3,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,3,0,5,5,0,0,0,0,3,0,0
2012,9,0.0000513,49.6,297.68,-1.4,0.3332,0.335,0.018449999,0.3,0,0,5,2,0,0,2,0,0,0,0,4,2,0,2,5,5,0,0,0,0,3,5,0,0,0,0,0,0,0
2012,10,0.00007,47,297.85,-1,0.331,0.3097,0.01863,0.2,0,0,2,0,0,0,0,0,0,0,0,5,4,3,4,4,5,0,0,0,0,0,5,0,0,0,3,3,0,0
2012,11,0.0000076,60,299.62,-1.5,0.2438,0.2467,0.016039999,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,5,0,0,3,5,2,0,5
2012,12,0.0000038,62.5,299.35,-0.5,0.1952,0.1735,0.01502,-0.2,0,0,2,0,1,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,4,4,0,0,4,5,2,0,5
2013,1,0.0000011,68.3,300.1,-0.5,0.1515,0.1298,0.01365,-0.4,1,0,0,0,4,0,0,1,0,0,0,0,0,5,0,5,4,0,0,0,0,4,3,0,0,0,3,2,5,3
2013,2,0.0000005,68.8,300.85,-0.6,0.1239,0.1114,0.01288,-0.3,1,0,0,0,5,0,0,0,0,1,3,0,2,5,1,1,5,0,0,0,0,5,2,0,0,0,0,2,5,0
2013,3,0.0000005,65.7,303.75,-1,0.1109,0.1053,0.01273,-0.2,0,0,0,0,5,0,0,0,0,0,4,0,5,0,4,2,0,1,0,0,0,3,0,0,3,3,0,3,4,0
2013,4,0.0000361,56.5,301.54,0.3,0.1768,0.1286,0.01472,-0.2,0,0,0,0,4,0,0,0,4,3,3,0,0,0,5,2,0,2,0,0,0,3,4,0,5,2,0,4,4,5
2013,5,0.0000172,50,300.55,-1.3,0.2605,0.1979,0.01629,-0.3,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3,4,0,0,4,5
2013,6,0.0000427,48.4,298.22,0.8,0.2926,0.2648,0.01753,-0.3,4,0,0,0,0,0,1,5,0,0,1,0,0,0,0,2,4,0,3,5,0,0,5,0,0,3,0,0,4,4
2013,7,0.0000347,50.6,297.58,-0.2,0.2946,0.3001,0.017069999,-0.4,5,0,0,0,0,0,3,4,0,1,0,0,0,0,0,2,4,0,3,5,0,0,5,0,0,3,0,0,0,4
2013,8,0.0000526,47.8,297.76,-0.5,0.3118,0.3045,0.01791,-0.4,3,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,2,0,0,4,0,0,5,0,4,2,0,0,0,4
2013,9,0.0000521,49,298.04,-1.5,0.3217,0.3221,0.018309999,-0.3,1,0,4,2,0,0,2,0,0,0,0,4,2,0,4,3,4,0,4,2,0,0,5,0,1,1,3,2,0,3
2013,10,0.0000459,49.3,298.4,-1,0.2973,0.2899,0.01764,-0.2,1,1,5,0,0,0,0,0,0,0,0,5,4,3,0,1,5,0,5,0,0,2,5,0,3,1,4,1,0,3
2013,11,0.0000139,55.6,298.82,-1,0.2541,0.2329,0.01591,-0.2,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,1,5,0,4,0,0,2,4,0,5,1,1,0,0,2
2013,12,0.0000053,60.1,298.95,-0.5,0.2051,0.169,0.01487,-0.3,0,5,0,0,1,3,0,0,0,0,0,0,0,3,5,1,4,0,4,0,0,3,3,0,5,0,0,0,0,1
2014,1,0.000004,69.7,299.2,-0.5,0.1721,0.1291,0.0134,-0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,2,3,4,0,2,3,0,0,4,3
2014,2,0.0000001,70,300.52,-0.6,0.1353,0.1114,0.01291,-0.4,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,4,3,0,4,2,0,0,5,5
2014,3,0,70.9,302.49,-0.7,0.1139,0.1054,0.01208,-0.2,0,0,0,0,5,0,0,0,0,0,1,0,2,0,0,2,0,0,4,0,0,1,0,0,3,0,0,0,5,5
2014,4,0.0000105,60.6,301.7,-0.7,0.1692,0.1266,0.01417,0.1,0,0,0,0,4,0,0,0,2,0,2,0,2,0,0,2,1,0,5,0,0,0,0,0,5,2,0,2,4,4
2014,5,0.0000137,54.4,300.96,-1,0.2456,0.1776,0.0153,0.3,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,3,1,0,4,2,0,0,2,0,4,3,0,0,2,2
2014,6,0.000044,49.5,298.9,0.9,0.287,0.2465,0.01715,0.2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,5,0,0,4,5,5,4,0,2,0,0
2014,7,0.0000416,47.8,297.41,0.4,0.3025,0.2986,0.0176,0.1,3,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,0,0,2,0,0,5,4,4,5,0,2,0,0
2014,8,0.0000601,44.9,297.54,-0.6,0.3269,0.3102,0.01832,0,1,0,0,0,0,0,0,2,0,3,0,2,0,0,0,1,2,0,0,2,0,0,5,3,3,0,0,3,0,0
2014,9,0.0000495,50.1,297.74,-1.2,0.3262,0.3209,0.01819,0.2,1,0,1,0,0,1,0,0,0,2,0,4,0,0,4,2,2,0,0,0,0,0,5,0,2,0,0,0,0,0
2014,10,0.0000689,46.2,297.65,-0.8,0.3278,0.304,0.01826,0.4,1,1,3,0,0,2,2,0,0,0,0,5,0,0,5,2,1,0,0,2,0,2,5,0,1,2,0,4,0,0
2014,11,0.0000163,55.2,298.95,-1.2,0.2541,0.2414,0.0163,0.6,0,5,4,0,0,0,3,0,0,0,0,5,1,5,0,1,0,0,0,3,0,1,5,0,2,0,0,5,0,4
2014,12,0.0000017,65.4,299.9,-0.7,0.1935,0.1743,0.01468,0.7,0,5,2,0,0,0,1,0,0,0,0,1,2,5,0,1,0,0,0,2,0,0,5,0,0,0,1,4,0,5
2015,1,0.0000013,68,300.45,-0.6,0.1507,0.1295,0.01318,0.6,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,5,4,0,0,0,3,3,2,4
2015,2,0.0000007,69.9,301.79,-0.6,0.1198,0.1107,0.01268,0.6,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,3,0,0,3,0,0,3,1,0,0,0,0,2,2,1
2015,3,0.0000072,65.4,301.6,-0.6,0.1333,0.1053,0.0132,0.6,0,0,0,0,5,3,0,0,4,0,2,0,0,0,0,2,0,2,5,3,2,3,0,0,0,0,0,0,5,5
2015,4,0.0000034,62.2,302.42,-0.9,0.1579,0.1263,0.01351,0.8,0,0,0,0,5,0,0,0,1,0,3,0,0,0,0,2,1,2,2,0,2,5,0,1,2,0,0,0,5,4
2015,5,0.000008,56.3,301.07,-0.4,0.2077,0.1748,0.01521,1,0,0,0,4,3,0,2,3,0,3,2,0,0,0,0,1,2,2,2,0,1,4,0,2,2,0,0,0,5,3
2015,6,0.0000381,47.9,298.41,0.9,0.2838,0.2494,0.01733,1.2,1,0,0,3,0,0,4,5,0,5,0,5,2,0,0,0,4,0,3,0,0,3,0,0,0,3,2,0,4,2
2015,7,0.0000384,48,297.61,0,0.3019,0.2984,0.01767,1.5,2,0,0,1,0,0,2,4,0,2,0,5,5,0,0,3,5,0,2,1,2,0,0,0,0,5,0,3,3,1
2015,8,0.0000398,48.4,298.56,-1.1,0.2934,0.2943,0.017890001,1.8,0,0,5,0,0,0,1,1,0,0,0,5,3,0,1,1,5,0,0,4,2,0,0,0,0,4,0,0,0,0
2015,9,0.0000305,52.4,299.24,-2.1,0.2947,0.2955,0.01809,2.1,2,0,3,0,0,0,0,0,0,0,0,0,0,3,3,2,4,0,0,4,1,0,5,2,0,3,0,0,0,0
2015,10,0.0000285,52.3,299.73,-1.4,0.2762,0.261,0.01763,2.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,1,1,0,5,0,0,0,0,2,0,0
2015,11,0.0000055,57.9,300.35,-1,0.2284,0.2076,0.01546,2.5,0,0,1,0,0,3,0,0,0,0,0,0,0,5,1,2,4,0,4,0,0,1,5,0,0,0,5,1,0,0
2015,12,0.0000003,65.9,300.59,-0.2,0.1628,0.1515,0.014,2.6,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,2,4,0,4,0,0,3,5,0,0,2,5,0,0,5
